fdcId,portion,g_weight
171052,3 oz,85.05
171053,3 oz,85.05
171054,3 oz,85.05
171055,1 oz,28.35
171056,1 oz,28.35
171057,3 oz,85.05
171058,3 oz,85.05
171059,3 oz,85.05
171060,3 oz,85.05
171061,3 oz,85.05
171062,3 oz,85.05
171063,3 oz,85.05
171064,3 oz,85.05
171065,3 oz,85.05
171066,3 oz,85.05
171067,3 oz,85.05
171068,3 oz,85.05
171069,3 oz,85.05
171070,3 oz,85.05
171071,3 oz,85.05
171072,3 oz,85.05
171073,3 oz,85.05
171074,3 oz,85.05
171075,3 oz,85.05
171076,3 oz,85.05
171077,3 oz,85.05
171078,3 oz,85.05
171079,3 oz,85.05
171080,3 oz,85.05
171081,3 oz,85.05
171082,1 oz,28.35
171083,3 oz,85.05
171084,3 oz,85.05
171085,3 oz,85.05
171086,3 oz,85.05
171087,3 oz,85.05
171088,3 oz,85.05
171089,3 oz,85.05
171090,3 oz,85.05
171091,3 oz,85.05
171092,3 oz,85.05
171093,3 oz,85.05
171094,3 oz,85.05
171095,3 oz,85.05
171096,3 oz,85.05
171097,3 oz,85.05
171098,3 oz,85.05
171099,3 oz,85.05
171100,1 oz,28.35
171101,3 oz,85.05
171102,3 oz,85.05
171103,3 oz,85.05
171104,3 oz,85.05
171105,3 oz,85.05
171106,3 oz,85.05
171107,3 oz,85.05
171108,3 oz,85.05
171109,3 oz,85.05
171111,3 oz,85.05
171112,3 oz,85.05
171113,3 oz,85.05
171114,3 oz,85.05
171115,3 oz,85.05
171116,3 oz,85.05
171117,3 oz,85.05
171118,3 oz,85.05
171120,3 oz,85.05
171121,3 oz,85.05
171122,3 oz,85.05
171123,3 oz,85.05
171124,3 oz,85.05
171125,3 oz,85.05
171126,3 oz,85.05
171127,3 oz,85.05
171128,3 oz,85.05
171129,3 oz,85.05
171130,3 oz,85.05
171131,3 oz,85.05
171132,3 oz,85.05
171133,3 oz,85.05
171134,3 oz,85.05
171135,3 oz,85.05
171136,3 oz,85.05
171137,3 oz,85.05
171138,3 oz,85.05
171139,3 oz,85.05
171140,3 oz,85.05
171445,3 oz,85.05
171446,3 oz,85.05
171447,3 oz,85.05
171448,3 oz,85.05
171449,3 oz,85.05
171450,3 oz,85.05
171451,3 oz,85.05
171452,1 oz,28.35
171453,1 oz,28.35
171454,1 oz,28.35
171455,3 oz,85.05
171458,3 oz,85.05
171459,3 oz,85.05
171460,3 oz,85.05
171461,3 oz,85.05
171462,3 oz,85.05
171463,3 oz,85.05
171464,3 oz,85.05
171465,3 oz,85.05
171466,3 oz,85.05
171467,3 oz,85.05
171468,1 tbsp,12.8
171469,3 oz,85.05
171470,3 oz,85.05
171471,3 oz,85.05
171472,3 oz,85.05
171473,3 oz,85.05
171474,3 oz,85.05
171475,3 oz,85.05
171476,3 oz,85.05
171477,3 oz,85.05
171478,3 oz,85.05
171479,3 oz,85.05
171480,3 oz,85.05
171481,3 oz,85.05
171482,1 oz,28.35
171483,3 oz,85.05
171484,3 oz,85.05
171485,3 oz,85.05
171486,3 oz,85.05
171487,3 oz,85.05
171488,3 oz,85.05
171489,3 oz,85.05
171490,3 oz,85.05
171491,3 oz,85.05
171492,3 oz,85.05
171493,3 oz,85.05
171494,3 oz,85.05
171495,3 oz,85.05
171496,3 oz,85.05
171497,3 oz,85.05
171498,3 oz,85.05
171499,1 oz,28.35
171500,1 package (5 oz),142
171501,3 oz,85.05
171502,3 oz,85.05
171503,3 oz,85.05
171504,3 oz,85.05
171505,3 oz,85.05
171506,3 oz,85.05
171507,3 oz,85.05
171508,3 oz,85.05
171509,3 oz,85.05
171510,3 oz,85.05
171511,3 oz,85.05
171512,3 oz,85.05
171513,3 oz,85.05
171514,3 oz,85.05
171515,3 oz,85.05
171516,3 oz,85.05
171517,3 oz,85.05
171518,3 oz,85.05
171519,3 oz,85.05
171520,1 oz,28.35
171521,3 oz,85.05
171522,3 oz,85.05
171523,3 oz,85.05
171524,1 oz,28.35
171525,3 oz,85.05
171526,3 oz,85.05
171527,3 oz,85.05
171528,3 oz,85.05
171529,3 oz,85.05
171530,3 oz,85.05
171531,3 oz,85.05
171532,3 oz,85.05
171533,3 oz,85.05
171534,3 oz,85.05
171535,3 oz,85.05
171536,3 oz,85.05
172373,3 oz,85.05
172374,3 oz,85.05
172375,3 oz,85.05
172376,3 oz,85.05
172377,3 oz,85.05
172378,3 oz,85.05
172379,3 oz,85.05
172380,3 oz,85.05
172381,3 oz,85.05
172382,3 oz,85.05
172383,3 oz,85.05
172384,3 oz,85.05
172385,3 oz,85.05
172386,3 oz,85.05
172387,3 oz,85.05
172388,3 oz,85.05
172389,3 oz,85.05
172390,3 oz,85.05
172391,3 oz,85.05
172392,3 oz,85.05
172393,3 oz,85.05
172394,3 oz,85.05
172395,3 oz,85.05
172396,3 oz,85.05
172397,3 oz,85.05
172398,3 oz,85.05
172399,3 oz,85.05
172400,3 oz,85.05
172401,3 oz,85.05
172402,3 oz,85.05
172403,3 oz,85.05
172404,3 oz,85.05
172405,3 oz,85.05
172406,3 oz,85.05
172407,3 oz,85.05
172408,3 oz,85.05
172409,3 oz,85.05
172410,3 oz,85.05
172411,3 oz,85.05
172412,3 oz,85.05
172413,3 oz,85.05
172414,3 oz,85.05
172415,3 oz,85.05
172416,3 oz,85.05
172417,3 oz,85.05
172418,3 oz,85.05
172419,3 oz,85.05
172829,3 oz,85.05
172830,3 oz,85.05
172832,3 oz,85.05
172833,3 oz,85.05
172834,3 oz,85.05
172835,3 oz,85.05
172836,3 oz,85.05
172837,3 oz,85.05
172838,3 oz,85.05
172839,3 oz,85.05
172840,3 oz,85.05
172841,3 oz,85.05
172842,3 oz,85.05
172843,3 oz,85.05
172844,3 oz,85.05
172845,3 oz,85.05
172846,3 oz,85.05
172847,3 oz,85.05
172848,3 oz,85.05
172849,3 oz,85.05
172850,3 oz,85.05
172851,3 oz,85.05
172852,3 oz,85.05
172853,3 oz,85.05
172854,1 oz,28.35
172855,1 oz,28.35
172856,3 oz,85.05
172857,3 oz,85.05
172858,3 oz,85.05
172859,3 oz,85.05
172860,3 oz,85.05
172861,3 oz,85.05
172862,3 oz,85.05
172863,3 oz,85.05
172864,3 oz,85.05
172865,3 oz,85.05
172866,1 oz,28.35
172867,1 oz,28.35
172868,3 oz,85.05
172869,3 oz,85.05
172870,3 oz,85.05
172871,3 oz,85.05
172872,3 oz,85.05
172873,1 oz,28.35
172874,1 oz,28.35
172875,3 oz,85.05
172876,3 oz,85.05
172877,3 oz,85.05
172878,3 oz,85.05
173611,3 oz,85.05
173612,3 oz,85.05
173613,3 oz,85.05
173614,3 oz,85.05
173615,3 oz,85.05
173616,3 oz,85.05
173617,3 oz,85.05
173618,3 oz,85.05
173619,3 oz,85.05
173620,3 oz,85.05
173621,3 oz,85.05
173622,3 oz,85.05
173623,3 oz,85.05
173624,3 oz,85.05
173625,3 oz,85.05
173626,3 oz,85.05
173627,3 oz,85.05
173628,3 oz,85.05
173629,3 oz,85.05
173630,3 oz,85.05
173631,3 oz,85.05
173632,3 oz,85.05
173633,3 oz,85.05
173635,3 oz,85.05
173636,3 oz,85.05
173637,3 oz,85.05
173638,3 oz,85.05
173639,3 oz,85.05
173640,3 oz,85.05
173641,3 oz,85.05
173642,3 oz,85.05
173643,3 oz,85.05
173644,3 oz,85.05
173645,3 oz,85.05
173646,3 oz,85.05
174465,3 oz,85.05
174466,3 oz,85.05
174467,3 oz,85.05
174468,3 oz,85.05
174469,3 oz,85.05
174470,3 oz,85.05
174471,3 oz,85.05
174472,3 oz,85.05
174473,3 oz,85.05
174474,3 oz,85.05
174475,3 oz,85.05
174476,3 oz,85.05
174477,3 oz,85.05
174478,3 oz,85.05
174479,3 oz,85.05
174480,3 oz,85.05
174481,3 oz,85.05
174482,3 oz,85.05
174483,3 oz,85.05
174484,3 oz,85.05
174485,3 oz,85.05
174486,3 oz,85.05
174487,3 oz,85.05
174488,3 oz,85.05
174489,3 oz,85.05
174490,3 oz,85.05
174491,3 oz,85.05
174492,3 oz,85.05
174493,3 oz,85.05
174494,3 oz,85.05
174495,3 oz,85.05
174496,1 oz,28.35
174497,3 oz,85.05
174498,3 oz,85.05
174499,3 oz,85.05
174500,3 oz,85.05
174501,1 oz,28.35
174502,1 oz,28.35
174503,1 oz,28.35
174504,3 oz,85.05
174505,3 oz,85.05
174506,3 oz,85.05
174507,3 oz,85.05
174508,3 oz,85.05
174509,3 oz,85.05
174510,3 oz,85.05
174511,3 oz,85.05
174512,3 oz,85.05
174513,3 oz,85.05
174514,3 oz,85.05
174515,3 oz,85.05
174516,3 oz,85.05
174517,3 oz,85.05
174518,3 oz,85.05
174519,3 oz,85.05
174520,3 oz,85.05
174521,3 oz,85.05
167658,1 taco,134
167659,1 cup,141
167660,1 piece,89
167661,1 piece,126
167662,1 piece,117
167663,1 piece,122
167664,1 piece,166
167665,1 cup,116
167666,1 cup,148
167667,1 piece,89
167668,1 cup,137
167669,1 serving,198
167670,1 steak,151
167671,1 serving,257
167672,1 serving,165
167673,1 steak,107
167674,3 pieces,73
167675,3 pieces,53
167676,1 order,604
167678,1 cup,153
167679,3 pieces,63
167680,1 serving,554
168062,1 serving,301
168063,1 cup,253
168064,1 cup,146
168065,1 cup,157
168066,1 cup,115
168067,1 piece,142
168068,1 cup,246
168069,1 cup,200
168070,1 piece,98
168071,1 piece,70
168072,1 order,574
168073,1 serving,103
168074,1 piece,36
168075,1 piece,124
168076,1 piece,27
168077,1 piece,16
168078,1 cup,134
168080,1 order,601
168081,3 pieces,55
168082,3 pieces,42
168083,1 order,604
168085,1 serving,525
168086,1 serving,537
169008,1 serving,206
169010,1 cup,124
169011,1 piece,32
169012,1 piece,35
169013,1 piece,41
169014,1 serving,176
169015,1 piece,31
169016,1 serving,166
169017,1 serving,250
169018,1 cup,136
169019,1 serving,225
169020,1 serving,76
169021,1 serving,261
169022,1 serving,194
169023,1 serving,91
169024,1 serving,201
169027,1 serving,259
169028,1 cup,136
169029,1 cup,134
169030,1 serving,437
169033,1 serving,510
169035,1 quesadilla 8-10 inch diameter,194
169036,1 serving,365
169037,1 serving,454
169038,1 serving,427
169831,1 serving,157
169832,1 serving,175
169834,1 piece,35
169835,1 cup,144
169836,1 serving,170
169837,1 piece,37
169838,1 serving,169
169839,1 cup,136
169840,1 serving,350
169841,1 serving,209
169842,1 serving,175
169843,1 serving,167
169844,1 serving,166
169845,1 cup,134
169846,1 serving,226
169847,1 serving,201
169849,1 cup,149
169850,1 serving,457
169851,1 serving,422
169852,1 serving,478
169853,1 serving,489
169855,1 enchilada,137
169856,1 tamale,179
169857,1 serving,339
169858,1 serving,304
170202,3 oz,85.05
170204,3 oz,85.05
170602,1 oz,28.35
170604,10 slices,28
170606,3 oz,85.05
170607,3 oz,85.05
171601,3 oz,85.05
171616,3 oz,85.05
171617,3 oz,85.05
171618,3 oz,85.05
171619,3 oz,85.05
171620,3 oz,85.05
171621,3 oz,85.05
171622,3 oz,85.05
171623,3 oz,85.05
171624,3 oz,85.05
171625,3 oz,85.05
171626,3 oz,85.05
171628,3 oz,85.05
171629,3 oz,85.05
171632,3 oz,85.05
171633,3 oz,85.05
171634,3 oz,85.05
171635,3 oz,85.05
171636,3 oz,85.05
171637,3 oz,85.05
171640,3 oz,85.05
172012,3 oz,85.05
172013,3 oz,85.05
172926,3 oz,85.05
172927,3 oz,85.05
172928,3 oz,85.05
172929,3 oz,85.05
172930,3 oz,85.05
172931,3 oz,85.05
172932,3 oz,85.05
172933,3 oz,85.05
172934,3 oz,85.05
172935,3 oz,85.05
172936,3 oz,85.05
172937,3 oz,85.05
172938,1 oz,28.35
172939,3 oz,85.05
172942,3 oz,85.05
172943,3 oz,85.05
172952,3 oz,85.05
172953,3 oz,85.05
172954,3 oz,85.05
172955,3 oz,85.05
172956,3 oz,85.05
172958,3 oz,85.05
172959,3 oz,85.05
172961,3 oz,85.05
172962,3 oz,85.05
172963,3 oz,85.05
172964,3 oz,85.05
172965,3 oz,85.05
172966,3 oz,85.05
172967,3 oz,85.05
172968,3 oz,85.05
172971,3 oz,85.05
173856,3 oz,85.05
173857,3 oz,85.05
173858,3 oz,85.05
173860,2 slices,57
173861,3 oz,85.05
173864,3 oz,85.05
173865,3 oz,85.05
173866,3 oz,85.05
173867,3 oz,85.05
173869,3 oz,85.05
173870,3 oz,85.05
173871,2 oz,57
173873,3 oz,85.05
173874,3 oz,85.05
173875,3 oz,85.05
173876,3 oz,85.05
173877,3 oz,85.05
173878,3 oz,85.05
173879,3 oz,85.05
173880,3 oz,85.05
173881,3 oz,85.05
173882,3 oz,85.05
173883,3 oz,85.05
174571,3 oz,85.05
174572,3 oz,85.05
174573,3 oz,85.05
174575,3 oz,85.05
174576,3 oz,85.05
174577,3 oz,85.05
174578,3 oz,85.05
174579,3 oz,85.05
174580,3 oz,85.05
174581,3 oz,85.05
174582,3 oz,85.05
174583,3 oz,85.05
174584,3 oz,85.05
174587,3 oz,85.05
174588,3 oz,85.05
174595,3 oz,85.05
174596,3 oz,85.05
174598,3 oz,85.05
174599,3 oz,85.05
174601,3 oz,85.05
174602,1 oz,28.35
174603,3 oz,85.05
174604,3 oz,85.05
174605,3 oz,85.05
174606,3 oz,85.05
174608,3 oz,85.05
174609,3 oz,85.05
174610,3 oz,85.05
174613,3 oz,85.05
174614,3 oz,85.05
174615,3 oz,85.05
174617,3 oz,85.05
174618,3 oz,85.05
167537,1 oz,28.35
167538,1 oz,28.35
167539,1 oz,28.35
167542,1 bar,21
167543,1 bar,24
167544,1 bar,43
167545,1 bar,35
167547,1 bar,37
167548,1 bar,28
167549,1 cup,11
167550,1 cake,10
167551,1 oz,28.35
167552,1 oz,28.35
167553,1 oz,28.35
167554,1 oz,28.35
167555,1 oz,28.35
167556,1 oz,28.35
167557,1 cake,9
167559,1 oz,28.35
167560,1 oz,28.35
167561,1 oz,28.35
167948,1 oz,28.35
167949,1 oz,28.35
167951,1 bar,28
167952,1 bar,24
167954,1 bar,28
167955,1 bar,28
167958,1 oz,28.35
167959,1 oz,28.35
167960,1 oz,28.35
167961,1 oz,28.35
167963,1 oz,28.35
167965,1 oz,28.35
167966,1 cake,9
167967,1 cake,9
167968,1 oz,28.35
167969,1 oz,28.35
167970,1 oz,28.35
168849,1 oz,28.35
168850,1 stick,20
168851,1 oz,28.35
168853,1 oz,28.35
168855,1 cake,9
168856,1 oz,28.35
168857,1 cake,9
168858,1 oz,28.35
168865,1 oz,28.35
169673,1 bar,28
169674,1 bar,43
169675,1 bar,28
169676,1 bar,28
169677,1 oz,28.35
169678,1 oz,28.35
169679,1 cake,9
169680,1 cake,9
169681,1 bar,24
169682,1 oz,28.35
169683,1 oz,28.35
170244,1 oz,28.35
170245,1 oz,28.35
170246,1 oz,28.35
170247,1 oz,28.35
170248,1 oz,28.35
170249,1 oz,28.35
170250,1 cake,9
170251,1 cake,9
170252,1 cake,9
170256,1 oz,28.35
170647,1 cake,9
170648,1 oz,28.35
170649,1 oz,28.35
170650,1 oz,28.35
170651,1 oz,28.35
170652,1 cake,9
170653,1 oz,28.35
170654,1 oz,28.35
170655,1 oz,28.35
173131,1 oz,28.35
173136,1 bar,44
173137,1 bar,68
173139,1 bar,55
173140,1 oz,28.35
173141,1 oz,28.35
173145,1 bar,24
173146,1 package,20
173147,1 oz,28.35
173149,1 bar,40
173150,1 oz,28.35
173153,1 bar,35
173154,1 bar,31
173155,1 cake,9
173156,1 oz,28.35
173160,1 oz,28.35
174783,1 oz,28.35
174784,1 oz,28.35
174785,1 oz,28.35
174786,1 bar,80
174787,1 bar,48
174795,1 bar,60
174796,1 oz,28.35
174801,1 bar,35
174806,1 serving,30
171142,1 cup,243
171143,1 cup,263
171145,1 cup,243
171146,1 cup,243
171147,1 cup,243
171149,1 cup,243
171153,1 cup,243
171155,1 cup,243
171157,0.5 cup,135
171158,1 cup,243
171160,1 cup,243
171161,1 cup,243
171162,1 cup,243
171163,1 cup,243
171164,1 cup,243
171537,1 cup,243
171539,1 cup,243
171540,1 cup,243
171546,1 cup,243
171554,0.5 cup,128
171555,1 cup,243
171558,1 cup,243
171571,1 packet,74
171574,1 cup,243
171599,2 tbsp,14
171821,1 cup,243
172881,1 cup,243
172891,1 cup,243
172893,1 cup,243
172894,1 cup,243
172896,1 cup,243
172897,1 cup,243
172901,1 cup,243
172902,1 cup,243
172905,1 cup,243
172907,1 cup,243
172908,1 cup,243
172913,1 cup,243
172916,1 cup,243
172917,1 cup,243
174525,2 tbsp,34
174526,2 tbsp,34
174527,2 tbsp,34
174528,2 tbsp,34
174537,1 cup,243
174540,1 cup,243
174546,1 cup,243
174549,1 cup,243
174550,1 cup,243
174553,1 cup,243
174562,1 cup,243
174563,1 cup,243
174807,1 cup,243
174808,1 cup,243
170918,1 tsp,1.7
170924,1 tsp,1.7
170926,1 tsp,1.7
170929,1 tsp,1.7
170930,1 tsp,1.7
170931,1 tsp,1.7
171317,1 tsp,1.7
171319,1 tsp,1.7
171320,1 tsp,1.7
171321,1 tsp,1.7
171323,1 tsp,1.7
171324,1 tsp,1.7
171325,1 tsp,1.7
171327,1 tsp,1.7
171328,1 tsp,1.7
171329,1 tsp,1.7
171330,1 tsp,1.7
172231,1 tsp,1.7
172232,1 tsp,1.7
172233,1 tsp,1.7
172234,1 tsp,1.7
172239,1 tsp,1.7
173468,1 tsp,1.7
173469,1 tsp,1.7
173473,1 tsp,1.7
173474,1 tsp,1.7
173475,1 tsp,1.7
167546,1 serving,40
167567,1 oz,28.35
167568,1 oz,28.35
167573,0.5 cup,107
167575,0.5 cup,66
167576,0.5 cup,88
167588,0.5 cup,147
167589,0.5 cup,142
167953,0.25 cup,84
167956,2 tbsp,34
167971,6 pieces,40
167974,1 piece,10.1
167976,1 serving,14.5
167977,1 bar (1.45 oz),41
167981,0.5 cup,86
167992,1 bar (1.5 oz),42
167995,1 regular,7.2
167998,0.5 cup,142
168772,1 portion (makes 0.5 cup),21
168773,0.5 cup,141
168775,1 portion (makes 0.5 cup),21
168780,0.5 cup,128
168781,0.5 cup,147
168785,0.5 cup,142
168786,1 serving,8
168787,0.5 cup,141
168788,0.5 cup,128
168789,0.5 cup,142
168790,0.5 cup,142
168793,0.5 cup,142
168795,2 tbsp,41
168796,0.5 cup,141
168800,2 tbsp,33
168802,0.08 package,34
168803,0.08 package,17
168815,0.5 cup,72
168819,1 tbsp,20
168824,0.12 can,74
168825,0.5 cup,127
168827,0.5 cup,147
168829,0.5 cup,140
168830,0.5 cup,147
168831,1 portion (makes 0.5 cup),21
168844,2 tbsp,33
168845,2 tbsp,33
168848,0.5 cup,72
169585,1 bar (1.4 oz),40
169593,1 tbsp,5.4
169594,1 tbsp,5.4
169596,1 serving,21
169599,1 envelope (1 tbsp),7
169600,0.5 cup,147
169605,0.5 cup,128
169606,1 portion (makes 0.5 cup),23
169607,0.5 cup,128
169609,1 portion (makes 0.5 cup),22
169611,0.5 cup,128
169612,0.5 cup,128
169615,0.5 cup,140
169616,1 tbsp,9
169617,0.5 cup,142
169619,2 tbsp,33
169621,0.5 cup,141
169625,1 package,388
169626,0.08 package,26
169640,1 tbsp,14
169641,1 tbsp,20
169649,0.5 cup,127
169650,1 portion (makes 0.5 cup),22
169654,1 portion (makes 0.5 cup),25
169657,1 packet,1
169660,1 tbsp,21
169666,2 tbsp,41
169690,1 oz (approx 60 pcs),28.35
169691,1 portion (makes 0.5 cup),21
169692,1 portion (makes 0.5 cup),2.5
169693,1 portion (makes 0.5 cup),2.5
170241,1 portion (makes 0.5 cup),22
170242,1 portion (makes 0.5 cup),21
170243,1 portion (makes 0.5 cup),23
170278,1 piece,60
170644,1 portion (makes 0.5 cup),22
170671,0.5 cup (4 fl oz),66
170677,2 tbsp,35
170680,1 serving,52
170681,1 tbsp,20
167602,0.25 cup,5
167603,1 cup,91
168385,1 cup,91
168389,1 cup,91
168390,1 cup,91
168395,1 cup,91
168396,1 cup,91
168397,1 cup,91
168398,1 cup,91
168399,1 cup,91
168400,1 cup,91
168401,1 cup,91
168402,1 cup,91
168403,1 cup,91
168404,1 cup,91
168409,1 cup,91
168410,1 cup,91
168411,1 cup,91
168412,1 cup,91
168413,1 cup,91
168416,1 cup,21
168417,1 cup,42
168419,1 cup,91
168420,1 cup,91
168421,1 cup,91
168424,1 cup,91
168425,1 cup,91
168426,1 cup,91
168429,1 cup,91
168430,1 cup,91
168431,1 cup,91
168432,1 cup,91
168433,1 cup,91
168434,1 cup,91
168435,1 cup,91
168436,not provided,15
168437,1 cup,91
168442,1 cup,91
168444,1 cup,91
168446,0.5 cup,80
168447,1 cup,91
168448,1 cup,91
168449,1 cup,91
168450,1 cup,91
168451,1 cup,91
168452,1 cup,91
168453,1 cup,91
168457,1 cup,91
168458,not provided,26
168459,1 cup,91
168460,1 cup,91
168461,1 cup,91
168462,1 cup,91
168463,1 cup,91
168464,1 cup,91
168465,1 cup,91
168466,1 cup,91
168467,1 cup,91
168468,1 cup,91
168469,1 cup,91
168470,1 cup,91
168471,1 cup,91
168472,1 cup,91
168473,1 cup,91
168474,1 cup,91
168475,1 cup,91
168476,1 cup,91
168477,1 cup,91
168478,1 cup,91
168479,1 cup,91
168480,1 cup,91
168481,1 cup,91
168482,1 cup,91
168483,1 cup,91
168484,1 cup,91
168485,1 cup,91
168486,1 cup,91
168487,1 cup,28
168488,1 cup,91
168492,1 cup,91
168494,1 cup,91
168497,1 cup,91
168498,1 cup,91
168499,1 cup,91
168500,1 cup,91
168502,1 cup,91
168503,1 cup,91
168504,1 cup,91
168505,1 cup,91
168506,1 cup,91
168507,1 cup,91
168508,1 cup,91
168510,1 cup,91
168511,1 cup,91
168512,1 cup,91
168513,1 cup,91
168514,1 cup,91
168515,1 cup,91
168516,1 cup,91
168517,1 cup,91
168518,1 cup,91
168519,1 cup,91
168520,1 cup,91
168521,1 cup,91
168523,1 cup,91
168524,1 cup,91
168525,1 cup,91
168526,1 cup,91
168527,1 cup,91
168531,1 cup,42
168534,1 cup,91
168535,1 cup,91
168536,1 cup,91
168537,1 cup,91
168538,1 cup,91
168539,1 cup,91
168540,1 cup,91
168541,1 cup,91
168542,1 cup,91
168543,1 cup,91
168544,1 cup,91
168545,1 cup,91
168546,1 cup,91
168547,1 cup,91
168548,1 cup,91
168549,1 cup,91
168550,1 cup,91
168552,1 cup,91
168554,1 cup,91
168555,1 cup,91
168556,1 cup,91
168558,1 cup,91
168559,1 cup,91
168560,1 cup,91
168561,1 cup,91
168562,1 cup,91
168563,1 cup,91
168564,1 cup,91
168565,1 cup,91
168567,0.5 cup,51
168568,1 cup,91
168569,1 cup,91
168570,0.25 cup,9.25
168571,1 cup,91
168577,1 cup,91
168578,1 cup,91
168580,1 cup,91
169074,1 cup,91
169135,1 cup,91
169136,1 cup,91
169137,1 cup,91
169138,1 cup,91
169139,1 cup,91
169140,1 cup,91
169141,1 cup,91
169142,1 cup,91
169143,1 cup,91
169144,1 cup,91
169145,1 cup,91
169146,1 cup,91
169147,1 cup,91
169202,1 cup,91
169206,1 cup,91
169207,1 cup,91
169208,1 cup,91
169209,1 cup,91
169210,1 cup,91
169211,1 cup,91
169212,1 cup,91
169213,1 cup,91
169214,1 cup,91
169215,1 cup,91
169216,1 cup,91
169217,1 cup,91
169218,1 cup,91
169219,1 cup,91
169220,1 cup,91
169222,1 cup,91
169223,1 cup,91
169225,1 cup,91
169228,1 cup,91
169229,1 cup,91
169230,1 tsp,2.8
169231,1 cup,91
169232,1 cup,91
169233,1 cup,91
169238,1 cup,91
169239,1 cup,91
169240,1 cup,91
169242,1 cup,91
169243,1 cup,91
169244,1 cup,91
169245,1 cup,91
169246,1 cup,91
169247,1 cup,91
169248,1 cup,91
169249,1 cup,91
169250,1 cup,91
169251,1 cup,91
169252,1 cup,91
169253,1 cup,91
169254,1 cup,91
169255,1 cup,91
169258,1 cup,91
169259,1 cup,91
169260,1 cup,91
169261,1 cup,91
169262,1 cup,91
169263,1 cup,91
169264,1 cup,91
169265,1 cup,91
169266,1 cup,91
169267,1 cup,91
169268,1 cup,91
169269,1 cup,91
169272,1 cup,91
169273,1 cup,91
169275,1 cup,91
169276,1 cup,91
169279,1 cup,91
169281,1 cup,91
169282,1 cup,91
169283,1 cup,91
169284,1 cup,91
169285,1 cup,91
169286,1 cup,91
169287,1 cup,91
169288,1 cup,91
169289,1 cup,91
169290,1 cup,91
169291,1 cup,91
169292,1 cup,91
169293,1 cup,91
169294,1 cup,91
169295,1 cup,91
169296,1 cup,91
169297,1 cup,91
169298,1 cup,91
169299,1 cup,91
169300,1 cup,91
169305,1 cup,91
169306,1 cup,91
169307,1 cup,91
169308,1 cup,91
169313,1 cup,91
169314,1 cup,91
169315,1 cup,91
169316,1 cup,91
169317,1 cup,91
169318,1 cup,91
169319,1 cup,91
169320,1 cup,91
169321,1 cup,91
169322,1 cup,91
169323,1 cup,91
169324,1 cup,91
169325,1 cup,91
169326,1 cup,91
169327,1 cup,91
169328,1 cup,91
169329,1 cup,91
169330,1 cup,91
169331,1 cup,91
169332,1 cup,91
169333,1 cup,91
169335,1 cup,91
169336,1 cup,91
169337,1 cup,91
169339,1 cup,91
169340,1 cup,91
169342,1 cup,91
169343,1 cup,91
169344,1 cup,91
169345,1 cup,91
169346,1 cup,91
169347,1 cup,91
169348,1 cup,91
169349,1 cup,91
169352,1 cup,91
169353,1 cup,91
169354,1 cup,91
169355,1 cup,91
169356,1 cup,91
169357,1 cup,91
169359,1 cup,91
169360,1 cup,91
169361,1 cup,91
169362,1 cup,91
169363,1 cup,91
169364,1 cup,91
169365,1 cup,91
169366,1 cup,91
169367,1 cup,91
169368,1 cup,91
169369,1 cup,91
169370,1 cup,91
169372,1 cup,91
169373,0.25 cup,1.6
169374,1 cup,91
169375,1 cup,91
169377,1 cup,91
169378,1 cup,91
169379,1 cup,91
169380,1 cup,91
169381,1 cup,91
169382,1 cup,91
169383,1 cup,91
169384,not provided,3
169386,1 cup,91
169388,1 cup,91
169389,1 cup,91
169390,1 cup,91
169391,1 cup,91
169396,not provided,17
169402,1 cup,91
169403,1 cup,91
169768,1 cup,91
169953,1 cup,91
169954,1 cup,91
169955,1 cup,91
169956,1 cup,91
169957,1 cup,91
169961,1 cup,91
169962,1 cup,91
169963,1 cup,91
169964,1 cup,91
169966,1 cup,91
169967,1 cup,91
169968,1 cup,91
169969,1 cup,91
169970,1 cup,91
169971,1 cup,91
169972,1 cup,91
169973,1 cup,91
169974,1 cup,91
169975,1 cup,91
169976,1 cup,91
169977,1 cup,91
169978,1 cup,91
169979,1 cup,91
169980,1 cup,91
169983,1 cup,91
169984,1 cup,91
169985,1 cup,91
169986,1 cup,91
169988,1 cup,91
169989,1 cup,91
169990,1 cup,91
169991,1 cup,91
169992,1 cup,91
169994,1 cup,91
169996,1 cup,91
169998,1 cup,91
169999,1 cup,91
170000,1 cup,91
170001,1 cup,91
170002,1 tbsp,5
170003,1 cup,91
170004,1 cup,91
170005,1 cup,91
170007,1 cup,91
170008,1 cup,91
170010,1 cup,91
170011,1 cup,91
170012,1 cup,91
170013,1 cup,91
170014,1 cup,91
170015,1 cup,91
170016,1 cup,91
170017,1 cup,91
170018,1 cup,91
170019,1 cup,91
170020,1 cup,91
170021,1 cup,91
170022,1 cup,91
170023,1 cup,91
170024,1 cup,91
170026,1 cup,91
170028,1 cup,91
170029,1 cup,91
170030,1 cup,91
170033,1 cup,91
170036,1 cup,91
170037,1 cup,91
170038,1 cup,91
170039,1 cup,200
170040,1 cup,91
170041,1 cup,200
170042,1 cup,91
170043,1 cup,91
170044,1 cup,91
170047,1 cup,91
170048,1 cup,91
170049,1 cup,91
170050,1 cup,91
170051,1 cup,91
170052,1 cup,91
170054,1 cup,91
170055,1 cup,91
170056,1 cup,91
170057,1 cup,91
